,,,,,,,,Unnamed: 0,date,review,rating,isEdited,title,userName
1207,2019-11-06 09:24:12,채팅장에서 스와이프해서 뒤로가기가 안돼요....................... 업체들에서 오는 톡(플친같은) 에서는 되는데 가장 자주쓰는 친구들과의 채팅창에서는 스와이프해서 뒤로가기가 안됩니다...............불편해요 너무너무너무 ......................................... ㅠㅠ하. .....업뎃 괜히햇어...,1.0,False,스와이프해서 뒤로가기가 안돼요......완전불편,튕겨튕겨피키튕겨,,,,,,,,
1208,2019-11-03 06:14:37,"아이폰 기본 다크테마 쓰고있는데요
카카오톡은 그냥 원래의 밝은  테마 쓰고싶은데
왜 제 폰의 시스템 테마 설정해둔 것을 따라가나요?
아님 변경할수있게라도 해놔야하는거아닌가요?
카카오톡 하나때문에 왜 제폰 전체 시스템 설정을 바꿔야하나요?? 다른 메신저플랫폼생기면 바로갈아탈거에요",1.0,False,다크테마 쓰기싫은데 왜 시스템 테마 따라가나요?,Yihy_,,,,,,,,
1209,2019-06-13 15:33:47,웬만하면 그냥 카카오톡이 제일 편하고 사람들 많이 사용해서 쓰는데요. 요새 광고때문에 들어가기가 싫네요. 광고 숨김하면 그래도 하루동안 안나왔는데 숨김하니까 다른 광고가 나오네요? 다른건 다 괜찮은데 광고는 정말 아닌 것 같아요. 카카오톡 그냥 삭제할까 생각까지 했습니다.,1.0,False,광고 없애주세요,냥주돼입니다꿀꿀,,,,,,,,
1210,2019-05-31 04:22:54,알림이 안옵니다 카톡들어가야 온거를 확인할수있어요 너무 불편하네요 그리고 채팅방 말풍선도 예전거가 더 낫고요 생일도 오류가 있는지 제대로 안뜨는거 같네요,1.0,False,이번 업데이트하고 문제점,010laid,,,,,,,,
1211,2019-05-28 10:08:08,누가 날 어떻게 둥록했는지 알구 프로필비공개 차단을 하나요 ㅜㅜ 서로 친구로 등록될시에만 프로필 공개하게 해주세요,5.0,False,서로 친구일시에만 프로필 공개하게 해주세요.,소라여,,,,,,,,
1212,2019-05-08 15:09:10,"저도 카톡 사용하면서 처음 의견 남겨 보는데요 
광고창은 진짜 ㅠ 별로네요 
어떻게 나온 아이디어인지는 모르겠지만 카카오톡 사용 안하시나봐요.. 사용자를 전혀 고려 하지 않은 
업데이트네요... 빨리 없어지면 좋겠어요ㅠ",1.0,False,채팅리스트에 광고창,codnjs222,,,,,,,,
1213,2019-02-28 09:27:28,"카톡 알림음을 휴대폰 기본알림음으로 설정하지 못하게 바뀐 것 같은데,,
휴대폰 기본 알림음으로 카카오톡 알림음설정 할 수 있게 빨리 업데이트 해 주세요.
예전부터 안되던 것이면 바라지도 않는데,, 유저들 기만하는 것도 아니고 ㅡㅡ 애들이나 쓰는 ""카톡"" 이런 알림음 어떻게 씁니까?
하루빨리 휴대폰 기본알림음으로 카톡알림음 설정할 수 있게 롤백 부탁드립니다.",1.0,False,카톡 알림음 설정문제,투탑수학,,,,,,,,
1214,2019-01-05 17:19:34,사진 오른쪽으로 넘기면 볼수있는게 편했는데 갑자기 업데이트 되더니 왼쪽으로 넘기는거 너무 불편해졌고,, 채팅치려고 하는곳이 누르기전에 반토막 되어있는것도 싫어요 제발 다음 업데이트때는 바뀌어져 있었으면 좋겠네요,1,False,카톡업데이트 불편사항,미이이이임,,,,,,
1215,2019-01-05 15:54:07,"사진 넘기는 방향 왜 갑자기 바뀐건지는 모르겠지만
하나도 안 편하고 무슨 생각으로 바꿨는지 모르겠네요
반대로 넘어가서 폰이 이상한줄 알았을 정도로 별로예요
어서 빨리 다시 원래대로 돌아왔으면 좋겠네요",1.0,False,너무 불편하네요,Innvy,,,,,,,,
1216,2019-01-04 01:10:48,업무방만 20개 이상인데 내 서랍기능 때문에 나와의 채팅에서 사진을 볼 때마다 카톡이 멈춥니다. 나와의 채팅은 메모장처럼 잘 쓰고 있었는데 업무방에서 송부된 사진도 다 뜨고 공해에요 ㅠㅜ 내 서랍기능 사용여부을 선택하게 해주세요 너무 불편해요,1.0,False,내서랍기능없애주세요,도비쓰,,,,,,,,
1217,2021-10-14 02:39:43,카톡 위젯에서도 메세지 누구한테 몇개 왔는지 빨간말풍선 알림(?) 뜨게 해주세요!,4.0,False,개선해줬으면 하는점!,인정🌸,,,,,,,,
1218,2021-01-28 04:53:44,"멀티프로필 기능은 없었으면 좋겠습니다ㅠ
악용하는사람이 너무 많을거같아여",4.0,False,멀티프로필,모두들 쓰세요!! 쓰시라구효!!,,,,,,,,
1219,2021-08-09 05:12:56,뷰 너무 불편합니다… 뉴스 모아보기도 어렵고,, 큐레이터를 고르는 것도 일이고 여러모로 불편하고 가독성도 떨어지는데 왜 굳이 좋은 기능을 없애고 이렇게 만들었는지,, 만들어도 과도기 없이 갑자기 바꾸었는지 이해가 안되네요.,1,False,왜 잘 보던 카카오톡 샵을 없애고 뷰를 만들었는지 이해가 안가네요,ㅂㅗㅁ ㅇㅕㄹㅡㅁ ㄱㅏㅇㅡㄹ ㄱㅕㅇㅜㄹ,,,,
1220,2020-11-21 02:52:09,음악을 바꾸려고 누르면 계속 튕겨요,,,, 진짜 한 번이면 괜찮은데 매번 안돼서 노래 설정을 못해요,,,, 스트레스,3,False,음악 설정 오류,겜나
1221,2022-11-12 00:28:28,카톡 멀티프로필하니까 친구관계 다 흐트러지고.. 제발 없애주세요 ㅠㅠ 간절히 부탁드려요!!😭 저만 친구가 멀티해놓으니까 기분나빠요,3.0,False,카톡 멀티프로필 없애주세요!,별코콕,,,,,,,,
1222,2019-10-24 10:57:15,카카오톡 켤 때마다 현재 기기로부터 상태정보 가져올 수 없다고 계속 인증 받고 예전에 가지고 있었던 대화 내용 덕분에 전부 삭제되었고 진짜 너무 화가나네요;,1.0,False,아~ 자꾸 다른 기기 로그인이나 인증 만료 메시지 뭐죠?,BELLORI,,,,,,,,
1223,2019-10-19 00:10:12,카톡 프로필 차단 안 하더라도 사람 지정해서 안 보여줄 수 있는 기능 좀 제발 부탁해요ㅠㅠ 공적인 관계인 사람한테는 보여주고 싶지 않아서요ㅠㅠㅠㅠㅠ그리고 화이트테마 돌려주시면 안 될까요,,,,,,,, 제일 깔끔했는데 없어져서 불편해요,1,False,카톡 프로필 공개,추천제발제발제발
1224,2019-05-14 03:02:03,좋아하는 기업입니다 늘 피드백 반영해주시고 없으면 정말 안되는 어플인데 광고 생긴건..음 많이 실망입니다ㅜ 그것도 채팅방 사이에.. 카톡회사가 패드백을 반영하는 회사라면 채팅방 목록 사이 광고 넣는건 정말 무리수였다고 봅니다😢 흑 아쉬워요 카톡님들..,1.0,False,카톡 정말 좋아해요,영리영리숑,,,,,,,,
1225,2018-09-08 03:23:22,프사 동그라미도 아니고 네모도 아닌 애매한 도형 너무 거슬리고 그냥 전체적으로 구려졋어요 다시 다운그레이드 해주세요ㅠ 보내기 취소 기능도 쓸모업거든여,2.0,False,디자인.. 구려요,냥냥야옹애옹그르릉,,,,,,,,
1226,2018-08-16 23:28:00,친구들하고 카톡하다가 잠깐 뭐좀 하려고 주머니에 넣어놓으면 카톡이라고 알람이 안들려요 당연히 소리켜놓고 하고있었는데 알람이 계속 안울리다가 제가 다시 카톡들어가니까 그제서야 카카카카카카카카카톡 이러면서 들리잖아요 그렇다고 상단바에 떠있는 것도 아니고 저는 친구들이 조용히 한줄알고 있었는데 막 몇백개 와있고 좀 똑바로 고쳐주세요 진짜 좇같아요,1.0,False,카톡 알림좀 제때 뜨게해주세요,마냥즐거운똥꼬,,,,,,,,
1227,2023-05-28 00:49:26,"를 매우 잘보여주는 앱.
유저 편의성은 개뿔,, 광고에 미친 구글도 이렇게는 안한다
광고 붙였으면 편의성이라도 올려줘야하는데 편의성은 나락가는중. 근데 거기에 더 나가서 광고를 더 붙이고 낚시용 채팅방광고 추가? 어휴",1.0,False,반독점의 폐해,할인ㅌㅎㅍㄹ오ㅗㅊㄹㄴㄱ,,,,,,,,
1228,2023-01-11 18:12:57,일일히 다 없애눈 족족 다시 생기는 광고 덕분에 미쳐버리겠습니다 너무 거슬리고 광고 차단기능을 ㅁ다로 만들어주시던가 하세요 제발 부탁드립니다 이러다 그냥 카카오톡 어플을 지워버리고싶습니다,1.0,False,광고는 좀 안뜨게 하시는는게 어떤가요,볽얽,,,,,,,,
1229,2021-09-13 23:21:56,개인별 멀티프로필 지정 외에도 단톡방별로 멀티프로필 지정 가능하면 좋겠습니다. 한 단톡방 안에서 누구에겐 프로필A가 보이고 누구에겐 프로필B가 보여서 신경쓰여요. 친구로 추가하지 않아도 단톡방 내에서 멀티프로필 설정이 가능하면 더 좋을 것 같습니다,3.0,False,멀티프로필,어너ㅏ미ㅣ주,,,,,,,,
1230,2021-12-06 16:09:06,"돈 버는거에는 관심 없다던 카카오가 이제는
돈에 눈이 멀어서 사용자들의 편안함과 프라이버시는 무시한 채 자기들 배만 불리려고 하는데 정말 너무너무 싫어요,, 회사 생활만 아니면 카카오톡 삭제해버리고 싶어요",1.0,False,1점도 아깝다,환불가능한가요?,,,,,,,,
1231,2021-01-22 15:15:04,아이폰 친구 목록이랑 채팅 목록 글씨체가 커서 별로 예쁘지 않은 것 같아요 업데이트 전에는 딱 잘 맞아서 예뻤는에 업데이트 되고 나서 글씨체가 커지면서 별로 안 예쁜 것 같아요 ㅠㅠ,3.0,False,아이폰 글씨체가 너무 커요,난녕이야,,,,,,,,
1232,2021-08-24 12:21:21,이번에 카톡 업데이트 된 내용 중에 카톡 뉴스를 회사? 별로 구분해 놓았는데 너무너무 불편합니다!! 예전처럼 여러주제 모아놓은 것이 훨씬 가독성이 좋습니다  원래대로 바꿔주세요ㅠㅠ,1.0,False,업데이트 카톡 뉴스 불편,밈므무뭄ㅁ,,,,,,,,
1233,2021-08-20 10:11:45,"리뷰 잘 안쓰는 편인데 뷰 기능도 그렇고 프로필 업데이트 한 친구 상단에 뜨는 것도 그렇고 진짜 최악이네요.
뷰 채널에 뜨는 가짜 뉴스 검열은 가능한가요? 흔한 가십 보는 거 싫어해서 다른 sns도 삭제하는 마당에 뷰 채널은 알고리즘이 따로 있는 것도 아니고 뉴스조차도 채널 추가 안하면 못보게 해놨네요. 이를 통해 카카오가 얻는 이득이 뭔가요? 다수 채널 추가를 통한 순위 정렬? 이를 통한 광고홍보 수입이 생기나요?
기본적인 메세지 기능에만 집중해도 유저들이 충분히 만족하며 사용할 수 있는데 왜 유저들을 불편하게 만드는 버전을 내놓는 거죠? 
이전 버전은 다른 매체 이용 안해도 실시간 뉴스 볼 수 있었다는 장점도 있고 괜찮았는데 굳이 환경을 바꿔서 긁어 부스럼을 만드는지 모르겠네요. 
지우고 싶어도 사회 관계망으로 자리 잡아 있기 때문에 쉽게 그럴 수 없다는 소비자 심리를 이용하는 것 같아서 굉장히 불편하네요. 심각하게 삭제를 고민하고 타 어플로 세대 전환을 시도해 볼 좋은 시기가 된 것 같습니다.",1.0,False,최신 버전 진짜 최악이네요,ssohwaa,,,,,,,,
1234,2021-07-24 22:00:27,채팅방이 너무 많아서 피곤함을 느낍니다. 네이버에서 <카카오톡 채팅방 숨기기>로 검색하니 꽤 많은 글이 보입니다. 많은 사람들이 압박을 느끼고 있고 채팅방을 나가는 것에 대한 두려움도 있어 보입니다. 보이는 채팅방만 숨기는 기능 만들어 주십시오.,2.0,False,채팅방 숨기기 기능 만들어주십시오.,첨리뷰쓰는일인,,,,,,,,
1235,2021-06-19 10:28:45,카카오톡 메시지 보낸거에 하트 누를 수 있었으면 좋겠어요.. 말 끊고싶을때 끊지를 못해요,5.0,False,카카오톡 하트,외않셍겨,,,,,,,,
1236,2021-06-03 05:25:14,"채팅 입력창 글씨 크기좀 가만히좀 두세요 ㅋㅋ 제발 ㅋㅋ 저번에는 엄청 작게 만들어놓더니 적응하니까 
이번엔 무슨 돋보기로 확대한거마냥 크게해놨네 
입력창 글씨크기 조절할수잇게 해주던가
아님 그대로두세요 제발 ㅋㅋ",1.0,False,채팅창 글씨크기 장난하나요?,딛디디디디디ㅣ,,,,,,,,
1237,2021-04-17 12:02:00,간격도 안맞고 거의 에러났다 싶을정도로 칸이랑 글씨체 크기가 엇나갔는데 대체 언제 고쳐요? 며칠동안 기다렸는데 계속 업데이트 안되서 리뷰써요,1.0,False,아니 글씨가... 어떻게 앱개발을 이렇게,dkzzpxjdk,,,,,,,,
1238,2021-03-25 10:15:50,태어나서 리뷰라는걸 처음 써보는데여. 카카오쇼핑 탭을 없애던지 선택적으로 할 수 있도록 해주세요 너무 쓸데없고 불편하기만하네요.,2.0,False,카카오쇼핑 탭,kou9247,,,,,,,,
1239,2021-01-14 18:09:51,한번 업데이트 할때마다 용량 너무 잡아먹고,, 업데이트 없이 사용하려 해도 업데이트 해야 사용할 수 있는 항목들이 넘 많아서 어쩔 수 없이 업데이트를 해야하네요 용량 좀 줄여주세요. 쓸데없는 기능 늘리지말고 광고 좀 없애주세요,1,False,앱 용량 너무 크고 업뎃 안하면 왜 못쓰냐,도시까~~스,,,,,,
1240,2020-03-24 23:00:52,"다른 어플이랑 비교해봤는데 유독 카톡이 발열이 심하네요ㅜㅜ
빨리 수정해주세요
폰에 무리갈까봐 무서워요ㅠㅠ",3.0,False,업데이트 후 발열이 심해졌어요,라키티치10,,,,,,,,
1241,2020-07-05 16:19:35,카톡만큼 전국민이 쓰는 메신저 앱은 없다는거 인정은 해요 근데 카톡하다 보면 요즘 맨날 카톡 튕겨요 ㅡㅡ 원래 안 그랬는데 왜 이런거죠?? 그래서 보톡하다가도 튕기고 아주아주 짜증나요,2.0,False,솔직히 말해서요,냠냠코코볼,,,,,,,,
1242,2020-06-17 02:11:08,오픈채팅에서 허위신고를 당한것 같습니다. 제한내용과 제한사유도 안나와 있습니다. 첫 번째가 아닙니다. 처음엔 7일이었고 이번엔 14일 오픈채팅이라 잠수를 타면 퇴장을 당할수도 있고 저에겐 그 오픈채팅이 중요해서 문의를 보냈지만 답이 아직 안왔습니다.,1.0,False,허위신고,오픈채팅 허위신고,,,,,,,,
1243,2020-05-05 11:12:31,아이폰 쓰고있는데요 누가 튕기게 만드는건지 카카오톡 자체에서 튕김 현상이 일어나는간지 모르겠지만 좀 고쳐주십쇼 계속 튕겨서 톡 자체를 못들어가겠네요,2.0,False,아이폰 튕김현상,황지언,,,,,,,,
1244,2020-04-20 13:39:25,어느날 부터 갑자기 카톡에서 잘 들리던 동영상 소리가 갑자기 안들려요 저 뿐만아니라 주변에서도 이런 증상을 호소하는 경우가 있습니다. 에어팟에서는 소리가 나는데 그냥 핸드폰 스피커로는 안들려요,2.0,False,동영상 소리가 안들려요,vlcnvn,,,,,,,,
1245,2020-03-29 07:27:04,"계속 지속적이라기보단 한번씩 안됨
카톡 알림와서 들어가면 카톡 내용이 안와있고 내가 보낸 카톡내용에 1이 사라져있지 않은 상태
카톡방 나갔다가 다시 들어와보면 내용 와있음
이제는 그렇게 해도 카톡이 일부만 와있음
거기에 대해 답하고나서 또 카톡 알림오면 위와 같이 나갔다 들어오는거 반복했으나 내가 못봤던 내용이 와있음 내용이 뒤늦게 붙어서옴.. 개선좀 제발 ㅠㅠ 힘듬",1.0,False,카톡내용안와있음,카톡개선좀제발,,,,,,,,
1246,2017-09-08 17:13:02,"제발 부탁드려여
제가 차단하면 자동으로 상대방한테도 제 프로필이 안 뜨게 하는 기능 좀 추가 해주세요
많은 사람들이 원합니다ㅠㅠ
고려 좀 해주세요",3.0,False,차단 기능,호로러ㅗㅇㄹ로ㅗ롤,,,,,,,,
1247,2020-01-19 13:39:34,이미 읽은 내용인데 시간이 지나도 그 내용이 똑같이 방금 온 카톡마냥 상단바 알림창에 뜨네요 하루빨리 오류를 개선해주세요 정말 이거때메 업데이트도 했는데 달라지는거라곤 아무것도 없어요;;,1.0,False,이미 읽은 톡이 자꾸 떠요;;,뜌루룽,,,,,,,,
1248,2019-09-26 17:25:12,"사진 보내려고 하면 전송하기 버튼이 안 보여요
원래 사진 선택하고 오른쪽 위에 보내기 버튼이 있어야 하는데 사라져서 안 보입니다",4.0,False,사진 보내기 기능 오류,ㄹㄴㅅㄴㅅㄴ,,,,,,,,
1249,2019-07-02 06:24:25,글씨체 손글씨류 다양하게 해주시면 감사하겠습니다 ㅠㅠ 아이폰 유저는 카카오톡 글꼴로 그나마 폰을 꾸민답니당,,,,,,,4,False,글씨체,갱어럴,,
